Company,TypeName,Inches,Price_euros,Ram (GB),Weight (kg),HDD (GB),SSD (GB),Hybrid (GB),Flash Storage (GB),Total_Storage (GB),OpSys_Clean,Screen_Width,Screen_Height,Touchscreen,Cpu_Speed_GHz,Cpu_Brand,Cpu_Name,Gpu_Brand,Gpu_Name
Lenovo,2 in 1 Convertible,14.0,629.0,4,1.74,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Asus,2 in 1 Convertible,13.3,1315.0,8,1.1,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.6,Intel,Core i5 8250U,Intel,HD Graphics 620
Dell,2 in 1 Convertible,15.6,1049.0,8,1.56,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Toshiba,Notebook,15.6,447.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.2,Intel,Core i3 6006U,Intel,HD Graphics 520
Asus,Notebook,15.6,403.0,4,2.03,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,3.0,AMD,A9-Series 9420,AMD,Radeon R5 M420
Acer,Notebook,17.3,805.0,4,3.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce MX150
Dell,Notebook,15.6,728.0,8,2.13,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 520
Lenovo,Gaming,15.6,1079.0,16,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Acer,Notebook,15.6,348.0,4,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
MSI,Gaming,15.6,1799.0,16,2.4,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Acer,Notebook,15.6,363.51,4,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.1,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
Dell,Gaming,15.6,1060.49,8,2.56,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Acer,Notebook,17.3,854.0,8,3.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce MX150
HP,Notebook,13.3,754.0,4,1.49,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Huawei,Ultrabook,13.0,1349.0,8,1.05,0.0,256.0,0.0,0.0,256.0,Windows,2160,1440,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Notebook,17.3,699.0,6,2.71,2048.0,0.0,0.0,0.0,2048.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,Radeon 520
Lenovo,Notebook,15.6,309.0,4,2.2,500.0,0.0,0.0,0.0,500.0,No OS,1366,768,0,2.9,AMD,A6-Series 9220,AMD,Radeon R4 Graphics
Toshiba,Notebook,15.6,489.0,4,2.0,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
HP,Notebook,17.3,923.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce 930MX
Dell,Notebook,15.6,459.0,8,2.3,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Acer,Notebook,15.6,449.0,4,2.1,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
MSI,Gaming,18.4,2799.0,32,4.4,1024.0,512.0,0.0,0.0,1536.0,Windows,1920,1080,0,2.9,Intel,Core i7 6920HQ,Nvidia,GTX 980 SLI
Lenovo,Notebook,15.6,813.0,8,1.9,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,R17M-M1-70
HP,2 in 1 Convertible,13.3,1499.0,8,1.29,0.0,256.0,0.0,0.0,256.0,Windows,3840,2160,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Dell,Notebook,15.6,1049.0,16,2.02,2048.0,256.0,0.0,0.0,2304.0,Linux,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Dell,Ultrabook,13.3,1399.0,8,1.23,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Lenovo,2 in 1 Convertible,13.9,1849.0,16,1.4,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Toshiba,Notebook,15.6,793.0,8,2.0,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Xiaomi,Notebook,15.6,1199.0,8,1.95,0.0,256.0,0.0,0.0,256.0,No OS,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce MX150
Dell,Notebook,17.3,1549.0,16,2.77,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Nvidia,GeForce 150MX
Dell,Notebook,15.6,2397.0,16,2.06,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,1,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Gaming,15.6,779.0,8,2.4,0.0,256.0,0.0,0.0,256.0,No OS,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Acer,Ultrabook,13.3,989.0,8,1.12,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.2,Intel,Core i5 7Y54,Intel,HD Graphics 615
Dell,Notebook,17.3,1085.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Lenovo,2 in 1 Convertible,14.0,2824.0,16,1.42,0.0,1024.0,0.0,0.0,1024.0,Windows,2560,1440,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Vero,Notebook,14.0,260.0,4,1.3,0.0,0.0,0.0,32.0,32.0,Windows,1920,1080,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Xiaomi,Ultrabook,13.3,999.9,8,1.3,0.0,256.0,0.0,0.0,256.0,No OS,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce MX150
Lenovo,Notebook,17.3,698.0,8,2.8,0.0,256.0,0.0,0.0,256.0,No OS,1600,900,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce MX150
Dell,2 in 1 Convertible,13.3,839.0,8,1.62,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
HP,Notebook,17.3,914.0,8,2.5,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce 930MX
Razer,Gaming,17.3,6099.0,32,3.49,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,1,2.9,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1080
HP,Notebook,13.3,959.0,8,1.49,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
HP,Gaming,17.3,1379.0,16,3.35,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
HP,Notebook,17.3,1045.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce 930MX
Dell,Gaming,15.6,1845.0,16,2.65,1024.0,512.0,0.0,0.0,1536.0,Windows,3840,2160,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Lenovo,Notebook,15.6,493.0,4,2.1,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Acer,Notebook,15.6,742.0,8,2.23,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Lenovo,Gaming,15.6,1749.0,16,3.2,1024.0,512.0,0.0,0.0,1536.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Dell,Workstation,15.6,3055.0,16,2.8,1024.0,256.0,0.0,0.0,1280.0,Windows,3840,2160,0,3.0,Intel,Xeon E3-1505M V6,Nvidia,Quadro M1200
Lenovo,Gaming,15.6,1398.0,16,2.4,0.0,512.0,0.0,0.0,512.0,No OS,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Dell,Notebook,15.6,439.0,6,2.3,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,1,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Dell,Ultrabook,13.3,1949.0,8,1.21,0.0,256.0,0.0,0.0,256.0,Windows,3840,2160,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Dell,Ultrabook,13.3,1449.0,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Lenovo,Notebook,15.6,597.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,Notebook,15.6,779.0,8,2.4,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Asus,Gaming,17.3,1407.0,16,2.9,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
HP,Notebook,15.6,349.0,4,2.1,500.0,0.0,0.0,0.0,500.0,No OS,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,15.6,549.0,8,2.2,0.0,256.0,0.0,0.0,256.0,No OS,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Huawei,Ultrabook,13.0,1499.0,8,1.05,0.0,512.0,0.0,0.0,512.0,Windows,2160,1440,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Ultrabook,13.3,931.88,8,1.4,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Lenovo,Notebook,17.3,589.0,8,2.8,1024.0,0.0,0.0,0.0,1024.0,No OS,1600,900,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce GTX 940MX
HP,Notebook,14.0,1031.0,8,1.63,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce 930MX
Dell,Ultrabook,14.0,1149.0,8,1.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Dell,2 in 1 Convertible,13.3,1279.0,16,1.62,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Dell,Notebook,15.6,677.35,8,2.2,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 520
Lenovo,2 in 1 Convertible,14.0,899.0,8,1.74,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Toshiba,Ultrabook,13.3,1363.0,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
HP,Notebook,15.6,794.0,8,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Dell,Gaming,17.3,2456.34,16,4.42,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Acer,Notebook,15.6,832.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Dell,Notebook,15.6,859.01,16,2.3,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,AMD,Radeon R7 M445
Asus,Notebook,15.6,769.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 920MX
Asus,Notebook,17.3,891.0,8,2.69,500.0,256.0,0.0,0.0,756.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce GTX 950M
HP,Notebook,15.6,1269.0,8,1.9,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,FirePro W4190M
Asus,Notebook,15.6,398.99,4,2.37,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
HP,Notebook,15.6,330.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.5,AMD,E-Series 9000e,AMD,Radeon R2
Lenovo,Gaming,15.6,1499.0,16,3.2,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Dell,Notebook,14.0,859.0,8,1.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,2 in 1 Convertible,13.3,689.0,8,1.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.3,Intel,Core i5 6200U,Intel,HD Graphics 520
Dell,Notebook,15.6,899.0,16,2.36,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon R7 M445
Acer,Notebook,15.6,390.0,4,2.1,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Asus,Notebook,15.6,575.0,4,2.2,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,AMD,A10-Series A10-9620P,AMD,Radeon R5 M430
Asus,Gaming,17.3,3890.0,32,4.7,1024.0,512.0,0.0,0.0,1536.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1080
Acer,Gaming,15.6,846.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,15.6,589.0,8,2.2,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Asus,Notebook,17.3,1145.0,8,2.1,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce 150MX
Asus,Notebook,17.3,889.0,8,2.69,1024.0,128.0,0.0,0.0,1152.0,No OS,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce GTX 950M
Dell,Gaming,15.6,879.0,8,2.56,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Lenovo,2 in 1 Convertible,13.9,1079.0,8,1.38,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Notebook,15.6,985.0,8,2.2,2048.0,128.0,0.0,0.0,2176.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
HP,Notebook,15.6,559.0,8,2.04,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Gaming,17.3,2999.0,16,3.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1080
HP,Notebook,13.3,675.0,4,1.49,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Apple,Ultrabook,13.3,2040.0,8,1.37,0.0,512.0,0.0,0.0,512.0,MacOS,2560,1600,0,3.1,Intel,Core i5,Intel,Iris Plus Graphics 650
Dell,2 in 1 Convertible,15.6,819.0,8,2.08,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Asus,Gaming,17.3,1799.0,16,4.3,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 980M
Asus,Notebook,15.6,469.0,4,1.68,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,3.0,AMD,A9-Series 9420,AMD,Radeon R5 M420
Lenovo,2 in 1 Convertible,13.9,1849.0,8,1.37,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Acer,Notebook,17.3,702.0,4,3.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i3 7130U,Nvidia,GeForce MX130
Dell,Ultrabook,13.3,949.0,8,1.41,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
HP,Notebook,15.6,445.9,8,1.91,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.5,AMD,A6-Series A6-9220,AMD,Radeon R4 Graphics
HP,Notebook,17.3,1059.0,16,2.9,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce MX150
MSI,Gaming,17.3,2499.0,16,4.14,1024.0,512.0,0.0,0.0,1536.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Lenovo,2 in 1 Convertible,15.6,1699.0,8,2.0,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050M
Dell,Notebook,17.3,1142.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Lenovo,Notebook,15.6,444.0,4,2.2,0.0,256.0,0.0,0.0,256.0,No OS,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
HP,Notebook,15.6,722.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,HD Graphics 620
Dell,Notebook,15.6,657.0,4,2.18,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,565.0,8,2.24,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,Radeon R5 M430
Dell,2 in 1 Convertible,15.6,799.0,8,2.67,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Asus,2 in 1 Convertible,13.3,1499.0,8,1.1,0.0,1024.0,0.0,0.0,1024.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Lenovo,Notebook,15.6,467.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,No OS,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
HP,Notebook,17.3,1018.0,8,2.5,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce 930MX
Lenovo,Notebook,15.6,880.0,8,2.05,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Apple,Ultrabook,13.3,1958.9,8,1.37,0.0,512.0,0.0,0.0,512.0,MacOS,2560,1600,0,2.9,Intel,Core i5,Intel,Iris Graphics 550
Asus,Gaming,17.3,1549.0,16,3.2,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,3.0,AMD,Ryzen 1700,AMD,Radeon RX 580
Dell,Notebook,15.6,735.07,8,2.14,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 520
Lenovo,2 in 1 Convertible,14.0,2499.0,16,1.36,0.0,512.0,0.0,0.0,512.0,Windows,2560,1440,1,2.6,Intel,Core i7 6600U,Intel,HD Graphics 520
Toshiba,Notebook,15.6,812.0,8,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.5,Intel,Core i7 6500U,Nvidia,GeForce 930M
Dell,Notebook,15.6,713.07,12,2.3,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Notebook,17.3,1099.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,Linux,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Acer,Notebook,15.6,745.0,8,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce MX130
Lenovo,Notebook,17.3,489.0,4,2.8,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,17.3,849.0,8,2.8,2048.0,0.0,0.0,0.0,2048.0,No OS,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce MX150
Lenovo,Notebook,17.3,859.0,6,2.8,1024.0,128.0,0.0,0.0,1152.0,Windows,1600,900,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Dell,Notebook,15.6,428.0,4,2.25,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.0,Intel,Core i3 6006U,AMD,Radeon R5 M430
Lenovo,Gaming,15.6,829.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,15.6,579.0,6,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,Notebook,15.6,951.0,8,3.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Nvidia,GeForce MX150
Acer,Notebook,15.6,659.0,12,2.15,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,1097.0,8,1.95,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 630
Asus,Ultrabook,15.6,977.0,8,1.7,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 940MX
Lenovo,Gaming,15.6,1179.0,16,2.5,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,659.01,8,2.2,1024.0,0.0,0.0,0.0,1024.0,No OS,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Acer,Notebook,15.6,199.0,2,2.19,0.0,16.0,0.0,0.0,16.0,Chrome OS,1366,768,0,1.5,Intel,Celeron Dual Core 3205U,Intel,HD Graphics
Asus,Gaming,17.3,1187.0,8,3.0,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
HP,Notebook,17.3,489.0,8,2.54,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Dell,Notebook,15.6,1829.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,15.6,739.0,8,2.05,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Intel,UHD Graphics 620
Lenovo,Gaming,15.6,1299.0,8,3.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Acer,Notebook,15.6,979.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Dell,Workstation,17.3,2884.86,16,3.42,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HQ,Nvidia,Quadro M1200
Lenovo,Notebook,15.6,499.0,6,2.4,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.4,AMD,A10-Series 9600P,AMD,Radeon R5 430
Asus,Ultrabook,15.6,1468.0,16,1.63,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
Asus,Notebook,14.0,509.0,4,1.3,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Asus,Gaming,17.3,2122.0,16,2.9,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Lenovo,Notebook,17.3,649.0,6,2.8,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce GTX 940M
Lenovo,Notebook,15.6,549.0,8,2.2,2048.0,0.0,0.0,0.0,2048.0,No OS,1366,768,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 940MX
Asus,Gaming,15.6,1265.0,8,2.5,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,359.99,4,2.2,1024.0,0.0,0.0,0.0,1024.0,No OS,1366,768,0,1.1,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
HP,2 in 1 Convertible,13.3,1975.0,16,1.28,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.8,Intel,Core i7 7600U,Intel,HD Graphics 620
Toshiba,Notebook,15.6,1043.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Nvidia,GeForce 930M
Lenovo,Notebook,15.6,819.0,8,2.3,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 940MX
HP,Notebook,15.6,469.0,4,1.86,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
